name,latitude,longitude,locatable_type,image,description,address
Summerfield Hall,38.955645,-95.249809,Building,,"When it was dedicated April 9, 1960, this five-story yellow-buff brick building, designed by State Architect John Brink, was notable for the glass curtain wall on its south face. It occupies the site of eight World War II temporary buildings used as Sunnyside Apartments for married students. The School of Business, founded in 1924, is housed there, as are undergraduate programs in accounting, business administration, finance, information systems, management and marketing; master’s, joint master’s and doctoral programs; student support services; administrative and faculty offices; research centers; and the Richard S. Howey Reading Room, named for an emeritus professor of economics. A five-story addition, designed by Nearing and Staats of Mission and built by private donations, was dedicated Nov. 4, 1983. Summerfield was initially designed to house the University Computation Center, superseded in 1978 by the Computer Services Facility to the east.

The building is named for Solon E. Summerfield (1877-1947), a Lawrence native whose father was a KU law professor. Summerfield earned bachelor’s and law degrees (1899, 1901) at KU and moved to New York, where he founded the Gotham Silk Hosiery Co. In 1929 he endowed the Summerfield scholarship program for men.

A groundbreaking ceremony was held Oct. 18, 2013, for a new, six-story School of Business building to be constructed south of Robinson Center and east of Allen Fieldhouse, on Naismith Drive. The $65 million, 166,000-square-foot structure was designed by Gensler of Chicago, partnered locally by Gastinger Walker Harden + BeeTriplett Buck of Kansas City; it is being constructed entirely through private funding. Tennis and volleyball courts on the building site will be relocated to the open space between Robinson Center and Watkins Memorial Health Center, and construction is expected to begin in spring 2014. Completion is slated for the beginning of the 2015-16 academic year.","1300 Sunnyside Ave, Lawrence, KS 66045"
Sunflower Apartments,38.964502,-95.249353,Building,,"The two-bedroom units provide one-year housing for new faculty, unclassified staff, postdoctoral fellows and visiting scholars. The brick, side-by-side duplexes were built in 1955.

19 units","1021 Missouri St, Lawrence, KS 66044"
Takeru Higuchi Hall,38.946387,-95.262812,Building,,"Named for Takeru Higuchi, Regents Distinguished Professor of Chemistry and Pharmacy 1967-87, the building was completed in 1969; major renovations were done in 1989. It now houses the Kansas Biological Survey (KBS), a research and service unit whose programs and activities range from aquatic and terrestrial ecology to remote sensing.

KBS research units housed in Higuchi include the Central Plains Center for Bioassessment, the Kansas Applied Remote Sensing Program, the KU Field Station, the Native Medicinal Plant Research Program and Reservoir Assessment.","2101 Constant Ave, Lawrence, KS 66047"
Templin Residence Hall,38.956327,-95.258672,Building,,"Named for Olin Templin (1861-1943), a mathematics graduate who from 1883 to 1943 was professor of philosophy, dean of the College, chair of the Alumni Association, and secretary of the KU Endowment Association. He also was instrumental in establishing scholarship and residence halls. This seven-story residence hall, opened in 1959, was extensively remodeled in 1997 into single, two- and four-person suites for 274 men and women. Each floor, or “house,” honors a person or tradition of excellence at KU; an honors program community is based here, and students must attain a minimum GPA.

In 1998 the cafeteria/dining hall was renovated and expanded for use as the Visitor Center and the Office of Admissions. 

The first Templin Hall, originally Brynwood Manor at 14th and Louisiana streets, was built just after the Civil War and demolished in 1959. Sprague Apartments for retired faculty now occupies the site.","1515 Engel Road, Lawrence, KS 66045"
Twente Hall,38.956196,-95.244112,Building,,"Originally Watkins Memorial Hospital, it opened in January 1932 and was built with funds donated by Elizabeth Miller Watkins, a doctor’s daughter and widow of Lawrence banker/financier J.B. Watkins, for whom it was named. The unusual splayed-V design of the stone building, by State Architect Joseph E. Radotinsky, accommodates its site on the edge of the hill Watkins owned.

In March 1974 the larger Watkins Memorial Health Center opened; in May 1974 the former hospital became home to the School of Social Welfare and was renamed for Esther E. Twente (1895-1971), a pioneering social worker, author and educator who joined the faculty in 1937. She had overseen the development of first the department, then the School of Social Welfare. In 2005, after the opening of the Hall Center for the Humanities, Social Welfare expanded into the former Watkins Home, built as a residence for the hospital’s nurses in 1937.

The limestone bas-relief of St. George and the Dragon and the animals, birds and reptiles carved around the front door were designed and created by Professor Marjorie Whitney, chair of the design department, who also created murals of sunflowers and Jayhawks and designed many of the original furnishings. A portion of the mural and some furnishings are exhibited at the health center.","1545 Lilac Lane, Lawrence, KS 66045"
University Guest House,38.956365,-95.242109,Building,,"This small house on the grounds of the chancellor’s residence, also known as the Rock Cottage, was built in the 1930s of stone left from construction of a retaining wall on the property. It was designed by architecture professor Verner F. Smith to be used by guests at the Outlook and was part of Elizabeth Miller Watkins’ 1939 bequest to KU. During the housing shortage after World War II, faculty members lived there. In 1952 the university remodeled it as a guest house, furnishing it from estate bequests and museum holdings.","1525 Pearson Place, Lawrence, KS 66045"
University Press,38.956401,-95.269538,Building,,"The press, which publishes scholarly books for the six state regents institutions, other universities and scholars, dedicated this building on West Campus Oct. 11, 1991. Founded in 1946 specifically for KU but expanded in 1967 to other regents schools, the press had been housed in Stauffer-Flint and Carruth-O’Leary halls. This redbrick and stone building, designed by Ross & Gadgil of Overland Park, has 6,350 square feet and houses a staff of about 15. The press, which publishes about 50 books a year, specializes in American history, presidential and military history, social and political philosophy, and environmental studies.","2502 Westbrooke Circle, Lawrence, KS 66045"
University Press Warehouse,38.955878,-95.268555,Building,,"The one-floor press warehouse, which has 7,000 square feet, adjoins the Public Safety Building, formerly KU Printing Services, at 1501 Crestline Drive, southeast of the University Press. It was designed by the Williams Huber Team of Lawrence and opened in 1990.","1501 S. Crestline Drive, Lawrence, KS 66045"
Vehicle Maintenance Shop,38.956416,-95.273101,Building,,"Part of the Facilities Operations Complex: Offices and shops for carpenters, painters, plumbers, steamfitters, lock shop, moving crew, storage, recycling facilities, etc.","1505 Westbrooke, Lawrence, KS 66049"
Visitor Center,38.956404,-95.258942,Building,,"In 1998 the cafeteria/dining hall of Templin Residence Hall was renovated and expanded for use as the Visitor Center and the Office of Admissions. The center provides brochures, maps, exhibits, tours and other introductory information about KU. The office provides information about application standards and processes, financial aid, credits, etc.

In 2002, the Malott Gateway west of the center was dedicated. Comprising a stone and wrought-iron wall, brick paths and landscaped terrace, it is named for former Chancellor Deane W. Malott and his wife, Eleanor, who were active in beautifying the campus during their tenure (1939-51). It was built with a $1 million gift from their son, Robert, a 1948 chemistry graduate and retired chair of FMC Corp., and his wife, Elizabeth.","1502 Iowa St, Lawrence, KS 66045"
Wagnon Student Athlete Center,38.954299,-95.254518,Building,,"Major renovations and additions to the Allen Fieldhouse complex in 2009 enhanced this service center for student athletes, coaches and staff, and KU Athletics. The name honors donors Ken Wagnon and W.G. Parrott Jr.

The Wagnon facility was built in 1992 and renovated in 1995 and 2005. It houses the offices of the athletics director, men’s and women’s basketball coaches; Olympic sports coaches, including swimming, tennis, softball, soccer, volleyball, golf, and rowing; Olympic sports equipment room; locker rooms for soccer, softball, male coaches, and female coaches; and the Dean Nesmith Training Room.

Other offices are for Travel Services; Information Technology; Athletic Mail Services; and director of licensing. Hadl Auditorium (seating 155) and the Dolph Simons Jr. Media Room also are in Wagnon.","1555 Irving Hill Road, Lawrence, KS 66045"
Warehouse,38.951929,-95.272506,Building,,"Part of the Facilities Services Complex: Offices and shops for carpenters, painters, plumbers, steamfitters, lock shop, moving crew, storage, recycling facilities, etc.","1851 Westbrooke, Lawrence, KS 66049"
Watkins Home,38.955821,-95.244229,Building,,"In 1937 Elizabeth M. Watkins donated funds for a residence hall for nurses working at Watkins Memorial Hospital, immediately north; it served that purpose until 1974. The stone building was designed by State Architect Raymond Coolidge. It housed the Hall Center for the Humanities from 1984 to 2005. The School of Social Welfare now uses the facility for several programs.","1540 Sunflower Road, Lawrence, KS 66045"
Watkins Memorial Health Center,38.953819,-95.24845,Building,,"By the 1960s, the university had outgrown Watkins Memorial Hospital, opened in January 1932. The hospital, the gift of Elizabeth Miller Watkins and named for her late husband, could not be expanded because of its hillside site, so a larger, more modern hospital was planned for the playing fields southeast of Robinson Center. George Hampton & Associates of Wichita and State Architect Kenneth R. McCain designed the dark brick building with medical director Raymond A. Schwegler. It cost $3.65 million, paid largely by student fees, and retained the original name.

Its 60,000 square feet included 34 inpatient beds; a clinic; a laboratory and X-ray facilities; a pharmacy; allergy and immunization, physical therapy and psychiatric treatment areas; and administrative and business offices. The Ralph I. Canuteson Memorial Library is named for the first student health director (1928-65). In 1988 the facility’s name was changed to Watkins Memorial Health Center.

A major expansion and renovation costing $5.6 million, designed by Lawrence R. Good & Associates of Lawrence and completed in 1997, created more physicians’ examining rooms, a gynecology clinic, a men’s clinic, and an urgent care clinic. The health center offers treatment and educational programs in general medicine, sports medicine, nutrition, allergy management, physical therapy, immunizations and radiology. A wellness resource center offers education and support in nutrition, fitness, alcohol and drug use, sexual behavior, and stress management. 

A portion of a mural of sunflowers and Jayhawks created by Marjorie Whitney, a 1929 alumna and longtime chair of the design department, was salvaged from old Watkins and mounted in the new building. Furnishings she designed, including an original bed and screens, are exhibited, as are other memorabilia.","1200 Schwegler Drive, Lawrence, KS 66045"
Watkins Scholarship Hall,38.956806,-95.242803,Building,,"In 1925, Elizabeth Miller Watkins gave $75,000 to fully fund the first KU women’s scholarship hall, to be named for her late husband, Lawrence banker Jabez B. Watkins. She also donated the land for it, on Lilac Lane adjacent to her home, “The Outlook.” The residents had to demonstrate financial need and academic ability and agree to share all domestic duties. Thomas Williamson designed the yellow-brick, colonial-style hall. The seven kitchen/dining areas in the basement were shared by seven women each; the hall also has a living room, sleeping porches and study rooms. It houses 49 women.","1506 Lilac Lane, Lawrence, KS 66044"
Watson Library,38.956574,-95.244772,Building,,"Opened Sept. 11, 1924, this Collegiate Gothic-style limestone building was named for Carrie M. Watson, an 1877 and 1880 alumna who was university librarian 1887-1921. It was designed by George L. Chandler and State Architect Ray L. Gamble. Five structural additions were done between 1938 and 1963; chronic crowding and disorganization began to be alleviated by the completion of Spencer Research Library in 1968 and Anschutz Library in 1989.

Watson now houses collections in social sciences, humanities, education, journalism and social welfare; administrative and processing offices; conservation laboratory; and computer classrooms.

The lawn in front of the library was the site of the first Snow Hall, dedicated Nov. 16, 1886, and torn down in 1933.","1425 Jayhawk Blvd, Lawrence, KS 66045"
Wescoe Hall,38.957397,-95.247764,Building,,"In the 1960s Chancellor W. Clarke Wescoe (1960-69) began lobbying for a central humanities classroom/office building that would unite departments scattered all over campus. By 1969, Haworth Hall and its neighbor Robinson Gymnasium, both opened before 1910 in the heart of campus, were razed in preparation for the new building.

Initially a Wichita architecture firm planned a 25-story building with parking; lack of money and the loss of federal funding made a less imposing structure necessary. The architectural firm of Horst, Terrill & Karst of Topeka designed a four-story, cast-concrete modernist building set into the hillside. In the two years the site stood empty, it was dubbed “Wescoe Hole” and was a meeting place for, among others, Vietnam War protestors. Construction began in May 1971 and the first classes were offered in fall 1973. The $7.8 million hall, named for Wescoe, was dedicated April 20, 1974.

It houses about 60 classrooms; lecture halls named for College of Liberal Arts & Sciences Dean George R. Waggoner and Graduate School Dean William P. Albrecht; 300 faculty offices; nine liberal-arts departments — English, history, philosophy, classics, French and Italian, Spanish and Portuguese, and East Asian, Germanic and Slavic languages and literatures;  the School of Public Affairs & Administration; the Ermal Garinger Academic Resource Center; and the Wescoe Terrace Food Court.

Projects since 2008 have repaired and modernized the hall’s mechanical systems, remodeled offices and classrooms in the east wing, and installed energy-saving lighting systems and new ventilation systems. A 24,000-square-foot remodeling of the southwest side of Wescoe enclosed two floors of terraces and created about 80 offices and meeting rooms for the departments of history and Spanish & Portuguese.","1445 Jayhawk Blvd, Lawrence, KS 66045"
Wesley Building,38.959744,-95.242075,Building,,"In September 1954 the Wesley Foundation Student Center opened in a brick and concrete building funded by the United Methodist Church and private donors. Like Myers Hall immediately to the west, it was organized to provide religious, educational and cultural support to university students. It had an auditorium and stage; a chapel; meeting and recreation rooms; lounges; a kitchen; offices; and a three-bedroom apartment for a resident director. In the late 1960s it was also used for design studios, art classes, and faculty and staff offices.

In 1972 the building and grounds were renovated and opened in August as the Hilltop Child Development Center; this day-care center was a direct response to demands by activists for better support services for women faculty, staff and students. To help regularize the center’s finances, the university bought the Wesley Building in 1977. Hilltop moved to a new, larger building near the Burge Union in August 2000.

University Relations had been housed next door to the south in the former Faculty Club/Oread Training High School since January 1976, when the Endowment Association moved from that building to Youngberg Hall in west campus. In 2001, University Relations took over the Wesley Building after Hilltop vacated it. The former Faculty Club building was razed in 2013.

University Relations was created in 1974 by merging the public-relations/speechwriting division of the chancellor's staff; the News Bureau, established in 1899 and until the 1940s overseen by the Department of Journalism,; and the Photo and Graphic Arts Bureau. Now Marketing Communications, it is part of the Office of Public Affairs, established in 2011. Its editorial, creative, digital media and interactive media services provide viewbooks, brochures and newsletters; faculty/staff publications; the university calendar; and university Web design and features.

News & Media Relations, also part of Public Affairs, provides news and feature stories, photographs, and video and audio reports to newspapers, radio and TV stations, and students’ hometown newspapers.","1314 Jayhawk Blvd, Lawrence, KS 66045"
Crawford Community Center,38.958476,-95.241461,Building,,"The 1892 home of Juanita Strait, bequeathed to KU Endowment at her death in 2002, was refurbished as a community center for the scholarship halls that surround it and an office and apartment for the scholarship-halls complex director. Mrs. Strait, a longtime piano teacher, was the widow of Reginald Strait, a physical education professor, and she had befriended many scholarship-hall students. 

Renovations included new plumbing, wiring, roof, siding, windows and porches; and a patio and fountain. These are funded by a $300,000 gift from Tom and Jann Crawford Rudkin, KU alumni from Sunnyvale, Calif., who lived in scholarship halls while students. The center was named for Jann Rudkin’s mother, Wilna “Willie” Crawford, at its dedication April 21, 2007.","Lawrence, KS 66044"
Youngberg Hall,38.951578,-95.265605,Building,,"Designed by Neville, Sharp & Simon of Kansas City and completed in 1960, this brick building originally housed the Center for Research in Engineering Science, which became the Center for Research Inc. in 1962. From January 1976 to April 1998 it housed KU Endowment, which built it and owns it, and it is named for Irvin E. Youngberg, a 1942 alumnus and the association’s executive secretary 1948-75. 

The KU Center for Research moved back to Youngberg Hall from Nichols, Strong and Carruth-O’Leary halls. Youngberg Hall now houses the office of the vice chancellor for Research & Graduate Studies; and financial, legal, information, employment and various program administrators and staff.","2385 Irving Hill Road, Lawrence, KS 66045"
Lot 10,38.956163,-95.244588,ParkingLot,,OK,
Lot 12,38.956333,-95.244046,ParkingLot,,OK,
Lot 13,38.957631,-95.243115,ParkingLot,,OK,
Lot 14,38.956854,-95.243158,ParkingLot,,OK,
Lot 15,38.955993,-95.243414,ParkingLot,,OK,
Lot 16,38.95903,-95.242712,ParkingLot,,OK,
Lot 18,38.957181,-95.248196,ParkingLot,,OK,
Lot 126,38.956592,-95.246728,ParkingLot,,OK,
Lot 1,38.960784,-95.250685,ParkingLot,,OK,
Lot 6,38.956276,-95.254424,ParkingLot,,OK,
Lot 8,38.955255,-95.249803,ParkingLot,,OK,
Lot 11,38.963154,-95.250767,ParkingLot,,OK,
Lot 17,38.955783,-95.249935,ParkingLot,,OK,
Lot 19,38.955439,-95.255479,ParkingLot,,OK,
Lot 34,38.95483,-95.246038,ParkingLot,,OK,
Lot 34,38.95483,-95.246038,ParkingLot,,OK,
Lot 35,38.956485,-95.250029,ParkingLot,,OK,
Lot 35,38.958637,-95.246733,ParkingLot,,OK,
Lot 37,38.955939,-95.24824,ParkingLot,,OK,
Lot 38,38.955513,-95.245059,ParkingLot,,OK,
Lot 39,38.958807,-95.246737,ParkingLot,,OK,
Lot 41,38.958084,-95.254826,ParkingLot,,OK,
Lot 54,38.956669,-95.252368,ParkingLot,,OK,
Lot 117,38.953751,-95.247718,ParkingLot,,OK,
Lot 117,38.953751,-95.247718,ParkingLot,,OK,
Lot 129,38.957606,-95.252412,ParkingLot,,OK,
Lot 201,38.956463,-95.267627,ParkingLot,,OK,
Lot 201,38.956463,-95.267627,ParkingLot,,OK,
Lot 207,38.951934,-95.264567,ParkingLot,,OK,
Lot 207,38.951934,-95.264567,ParkingLot,,OK,
Lot 216,38.946911,-95.261703,ParkingLot,,OK,
Lot 228,38.948613,-95.264964,ParkingLot,,OK,
Lot 228,38.948613,-95.264964,ParkingLot,,OK,
Lot 220,38.956509,-95.27274,ParkingLot,,OK,
Lot 220,38.956509,-95.27274,ParkingLot,,OK,
Lot 219,38.953672,-95.272598,ParkingLot,,OK,
Lot 226,38.951388,-95.272572,ParkingLot,,OK,
Lot 204,38.956185,-95.270907,ParkingLot,,OK,
Lot 200,38.956085,-95.269699,ParkingLot,,OK,
Lot 200,38.956085,-95.269699,ParkingLot,,OK,
Lot 202,38.956698,-95.265536,ParkingLot,,OK,
Lot 202,38.956698,-95.265536,ParkingLot,,OK,
Lot 300,38.954452,-95.264056,ParkingLot,,OK,
Lot 300,38.954452,-95.264056,ParkingLot,,OK,
Lot 300,38.954452,-95.264056,ParkingLot,,OK,
Lot 206,38.952806,-95.263388,ParkingLot,,OK,
Lot 222,38.951439,-95.266053,ParkingLot,,OK,
Lot 302,38.94613,-95.266968,ParkingLot,,OK,
Lot 301,38.945245,-95.26369,ParkingLot,,OK,
Lot 224,38.946006,-95.262664,ParkingLot,,OK,
Lot 225,38.947349,-95.265942,ParkingLot,,OK,
Lot 225,38.947349,-95.265942,ParkingLot,,OK,
Lot 225,38.947349,-95.265942,ParkingLot,,OK,
Lot 104,38.952775,-95.259537,ParkingLot,,OK,
Lot 104,38.952775,-95.259537,ParkingLot,,OK,
Lot 103,38.955269,-95.257704,ParkingLot,,OK,
Visitor Center Park,38.95624,-95.259274,ParkingLot,,OK,
Lot 101,38.956537,-95.257763,ParkingLot,,OK,
Lot 109,38.956525,-95.256919,ParkingLot,,OK,
Lot 123,38.955324,-95.256561,ParkingLot,,OK,
Lot 110,38.956731,-95.254921,ParkingLot,,OK,
Lot 72,38.955369,-95.254134,ParkingLot,,OK,
Lot 72,38.955369,-953254134,ParkingLot,,OK,
Public Park,38.955363,-95.252861,ParkingLot,,OK,
Lot 71,38.953649,-95.252343,ParkingLot,,OK,
Lot 125,38.952369,-95.253481,ParkingLot,,OK,
Lot 127,38.951273,-95.253426,ParkingLot,,OK,
Lot 112,38.95089,-95.252415,ParkingLot,,OK,
Lot 90,38.952412,-95.249949,ParkingLot,,OK,
Lot 90,38.952412,-95.249949,ParkingLot,,OK,
Lot 61,38.954676,-95.244697,ParkingLot,,OK,
Lot 52,38.96262,-95.249893,ParkingLot,,OK,
Lot 65,38.963759,-95.249893,ParkingLot,,OK,
Lot 55,38.962818,-95.248636,ParkingLot,,OK,
Lot 58,38.96327,-95.2478,ParkingLot,,OK,
Lot 59,38.962577,-95.24796,ParkingLot,,OK,
Lot 57,38.961445,-95.248111,ParkingLot,,OK,
Lot 94,38.962589,-95.244849,ParkingLot,,OK,
Lot 53,38.961822,-95.24418,ParkingLot,,OK,
Lot 91,38.960461,-95.24496,ParkingLot,,OK,
Lot 111,38.964433,-95.241968,ParkingLot,,OK,
Lot 120,38.961565,-95.241454,ParkingLot,,OK,
Kansas Union Park,38.960646,-95.243596,ParkingLot,,OK,
Bob Billings & Westbrooke Station,38.956919,-95.272399,BusStop,,212,
Bob Billings & Crestline Station,38.956915,-95.267597,BusStop,,213,
Nicholls Hall Station,38.952245,-95.262813,BusStop,,214,
19th & Constant Avenue Station,38.950042,-95.26143,BusStop,,215,
Kansas Geological Survey Station,38.949539,-95.262163,BusStop,,216,
School of Pharmacy Station,38.948907,-95.263994,BusStop,,217,
Becker Drive Stop #4 (formerly Park & Ride),38.947099,-95.266681,BusStop,,218,
Becker Drive Stop #3,38.946202,-95.266072,BusStop,,219,
Becker Drive Stop #2,38.945573,-95.264727,BusStop,,220,
Becker Drive Stop #1,38.945582,-95.263075,BusStop,,221,
Simons Labs Station,38.947298,-95.261231,BusStop,,222,
Lewis Hall Station,38.955757,-95.258349,BusStop,,223,
Hashinger Hall Station,38.953716,-95.259486,BusStop,,224,
Irving Hill & Engel Road Station,38.953567,-95.259735,BusStop,,225,
Irving Hill & Engel Road Station,38.953521,-95.259239,BusStop,,226,
Jayhawker Towers Station,38.957001,-95.255105,BusStop,,227,
19th & Applecroft Apts Station,38.949914,-95.257148,BusStop,,228,
Engineering Station,38.95711,-95.253835,BusStop,,229,
15th & Green Hall Station,38.957017,-95.253271,BusStop,,230,
Allen Fieldhouse Garage Station,38.955878,-95.253267,BusStop,,231,
19th & Naismith Station,38.950096,-95.25219,BusStop,,232,
Naismith Dr @ Oliver Hall Station,38.951518,-95.251392,BusStop,,233,
19th & Naismith Station,38.951122,-95.251065,BusStop,,234,
18th & Naismith Station,38.951316,-95.250616,BusStop,,235,
Ambler Student Recreation & Fitness Center Station,38.952437,-95.248835,BusStop,,236,
Tennis Courts Station,38.953262,-95.250102,BusStop,,237,
Robinson Gym Station,38.955241,-95.2501,BusStop,,238,
Computer Center Station,38.955237,-95.246949,BusStop,,239,
Carruth-O'Leary Station,38.961274,-95.251145,BusStop,,240,
Fambrough & Alabama Station,38.964254,-95.246392,BusStop,,241,
Spencer Museum of Art Station,38.962317,-95.244475,BusStop,,242,
Memorial Stadium Station,38.960315,-95.244542,BusStop,,243,
Snow Hall westbound,38.95857,-95.249323,BusStop,,244,
Jayhawk Blvd @ Budig,38.958145,-95.24859,BusStop,,245,
Bailey Hall westbound,38.957578,-95.246477,BusStop,,246,
Jayhawk Blvd @ Fraser,38.957643,-95.243889,BusStop,,247,
Kansas Union Station,38.95941,-95.24306,BusStop,,248,
GSP & Corbin Station,38.964919,-95.241941,BusStop,,249,
test,1,1,Building,,,
2,Box office,,Amenity,,,
20,Basement(s),,Amenity,,,
22,Basement(s),,Amenity,,,
23,Basement(s),,Amenity,,,
24,Basement(s),,Amenity,,,
28,Computer lab,,Amenity,,,
29,Basement(s),,Amenity,,,
30,Basement(s),,Amenity,,,
32,Basement(s),,Amenity,,,
33,Floors,,Amenity,,,
35,Basement(s),,Amenity,,,
37,Basement(s),,Amenity,,,
38,Basement(s),,Amenity,,,
39,Computer lab,,Amenity,,,
40,Basement(s),,Amenity,,,
41,Basement(s),,Amenity,,,
43,Auditorium,,Amenity,,,
48,Basement(s),,Amenity,,,
49,Basement(s),,Amenity,,,
50,Basement(s),,Amenity,,,
51,ATM,,Amenity,,,
52,Computer lab,,Amenity,,,
54,Computer lab,,Amenity,,,
55,Basement(s),,Amenity,,,
56,Basement(s),,Amenity,,,
57,Basement(s),,Amenity,,,
59,Auditorium,,Amenity,,,
60,Basement(s),,Amenity,,,
61,Basement(s),,Amenity,,,
63,Basement(s),,Amenity,,,
66,Basement(s),,Amenity,,,
67,Basement(s),,Amenity,,,
68,Basement(s),,Amenity,,,
70,Basement(s),,Amenity,,,
71,Basement(s),,Amenity,,,
72,Basement(s),,Amenity,,,
74,Basement(s),,Amenity,,,
75,Basement(s),,Amenity,,,
77,Floors,,Amenity,,,
79,Computer lab,,Amenity,,,
80,Basement(s),,Amenity,,,
82,Basement(s),,Amenity,,,
86,Basement(s),,Amenity,,,
87,Basement(s),,Amenity,,,
89,Auditorium,,Amenity,,,
90,Basement(s),,Amenity,,,
94,Basement(s),,Amenity,,,
95,Basement(s),,Amenity,,,
96,Basement(s),,Amenity,,,
98,Floors,,Amenity,,,
100,Basement(s),,Amenity,,,
101,Basement(s),,Amenity,,,
104,Basement(s),,Amenity,,,
105,Basement(s),,Amenity,,,
107,Basement(s),,Amenity,,,
110,Basement(s),,Amenity,,,
111,Basement(s),,Amenity,,,
112,Basement(s),,Amenity,,,
113,Basement(s),,Amenity,,,
119,Basement(s),,Amenity,,,
121,Basement(s),,Amenity,,,
122,Basement(s),,Amenity,,,
123,Basement(s),,Amenity,,,
13,Study spaces,,Amenity,,,
14,Floors,,Amenity,,,
15,Floors,,Amenity,,,
17,Floors,,Amenity,,,
18,Floors,,Amenity,,,
19,Floors,,Amenity,,,
21,Floors,,Amenity,,,
25,Floors,,Amenity,,,
26,Floors,,Amenity,,,
31,Floors,,Amenity,,,
36,Floors,,Amenity,,,
42,Auditorium,,Amenity,,,
44,Floors,,Amenity,,,
46,Floors,,Amenity,,,
47,Floors,,Amenity,,,
53,Floors,,Amenity,,,
58,Floors,,Amenity,,,
62,Floors,,Amenity,,,
64,Floors,,Amenity,,,
65,Floors,,Amenity,,,
69,Floors,,Amenity,,,
73,Floors,,Amenity,,,
76,Floors,,Amenity,,,
78,Floors,,Amenity,,,
83,Floors,,Amenity,,,
84,Floors,,Amenity,,,
88,Floors,,Amenity,,,
91,Floors,,Amenity,,,
92,Floors,,Amenity,,,
93,Floors,,Amenity,,,
97,Floors,,Amenity,,,
99,Floors,,Amenity,,,
109,Floors,,Amenity,,,
114,Floors,,Amenity,,,
115,Floors,,Amenity,,,
116,Floors,,Amenity,,,
117,Floors,,Amenity,,,
118,Ekdahl Dining Center,,Amenity,,,
120,Floors,,Amenity,,,
124,Floors,,Amenity,,,
125,Floors,,Amenity,,,
126,Floors,,Amenity,,,
127,Floors,,Amenity,,,
128,Floors,,Amenity,,,
2,Computer lab,,Amenity,,,
28,Floors,,Amenity,,,
30,Computer lab,,Amenity,,,
37,Floors,,Amenity,,,
39,Floors,,Amenity,,,
43,Computer lab,,Amenity,,,
48,Computer lab,,Amenity,,,
49,Computer lab,,Amenity,,,
50,Computer lab,,Amenity,,,
51,Auditorium,,Amenity,,,
52,Floors,,Amenity,,,
57,Computer lab,,Amenity,,,
59,Basement(s),,Amenity,,,
63,Computer lab,,Amenity,,,
68,Computer lab,,Amenity,,,
70,Concessions,,Amenity,,,
72,Computer lab,,Amenity,,,
79,Floors,,Amenity,,,
82,Computer lab,,Amenity,,,
89,Basement(s),,Amenity,,,
90,Computer lab,,Amenity,,,
105,Computer lab,,Amenity,,,
112,Computer lab,,Amenity,,,
123,Computer lab,,Amenity,,,
28,Study spaces,,Amenity,,,
30,Floors,,Amenity,,,
43,Floors,,Amenity,,,
48,Floors,,Amenity,,,
49,Floors,,Amenity,,,
50,Floors,,Amenity,,,
51,Basement(s),,Amenity,,,
57,Floors,,Amenity,,,
63,Floors,,Amenity,,,
68,Floors,,Amenity,,,
72,Floors,,Amenity,,,
82,Floors,,Amenity,,,
89,Floors,,Amenity,,,
90,Floors,,Amenity,,,
105,Floors,,Amenity,,,
112,Floors,,Amenity,,,
123,Floors,,Amenity,,,
30,Study spaces,,Amenity,,,
43,Gallery/exhibit,,Amenity,,,
48,Study spaces,,Amenity,,,
49,Study spaces,,Amenity,,,
51,Bookstore,,Amenity,,,
57,WIFI,,Amenity,,,
89,Gallery/exhibit,,Amenity,,,
51,Convenience Store,,Amenity,,,
51,Floors,,Amenity,,,
51,KU Info,,Amenity,,,
51,booth,,Amenity,,,
51,Restroom,,Amenity,,,
51,Study spaces,,Amenity,,,
2,Kansas Athletics Inc,,Department,,,
6,GIS & Numeric Data Lab,,Department,,,
8,Art & Design Gallery,,Department,,,
10,Department of African and African-American Studies,,Department,,,
13,Department of Linguistics,,Department,,,
16,Botany Division,,Department,,,
18,Instructional Development & Support,,Department,,,
19,Crimson Café,,Department,,,
20,Central Accounting Services/Purchasing,,Department,,,
24,Continuing Education,,Department,,,
29,Department of Applied Behavioral Science,,Department,,,
31,Biodiversity Institute: Biodiversity Research Center,,Department,,,
32,Bioengineering Graduate Program,,Department,,,
37,Department of Anthropology,,Department,,,
40,School of Law,,Department,,,
43,The Studio,,Department,,,
44,Beach Center on Disability,,Department,,,
49,Institute for Community Engaged Scholarship,,Department,,,
51,Alderson Auditorium,,Department,,,
55,LEEP 2,,Department,,,
56,Admissions,,Department,,,
59,Bales Organ Recital Hall,,Department,,,
60,Department of Geography,,Department,,,
61,Applied English Center,,Department,,,
64,Architectural Resource Center,,Department,,,
70,Memorial Stadium,,Department,,,
71,Air Force Reserved Officer Training Corps,,Department,,,
73,Kansas Geological Survey,,Department,,,
74,Bioinformatics Program,,Department,,,
75,Archive of Recorded Sound,,Department,,,
76,Bioinformatics & Computational Life Sciences Laboratory,,Department,,,
79,Oliver Dining Center,,Department,,,
85,Entomology Division,,Department,,,
86,Hansen Hall,,Department,,,
87,Department of Dance,,Department,,,
89,Mortar & Pestle Café,,Department,,,
95,Department of Religious Studies,,Department,,,
96,Department of Economics,,Department,,,
97,Hawk Food Stops,,Department,,,
98,Art & Architecture Library,,Department,,,
99,Government Information Resources,,Department,,,
100,Archaeological Research Center,,Department,,,
